,artist,title,album,decade,year,date,lyric
117,Beastie Boys,Hey Fuck You,To the 5 Boroughs,00s,2004,2004-Jun-15,shabba doo shabba dee shabba dee shabba doo which of you schnooks took my rhyme book look give it back youre wicky wack with your ticky tack calls didnt touch you at all i didnt touch your hand man you know its all ball you sold a few records but dont get slick cause you used a corked bat to get those hits youve been in the game your career is long but when you break it down youve only got songs mcs are like clay pigeons when im shootin skeet i just yell pull and mikedrops the beat you people call yourselves mcs but youre garbage men takin out the trash when you pull out the pen and if you dont like it then hey fuck you i read about you up on page they was trashin your ass its sad youre getting dissed now talk about your face now dont get pissed but i suggest you see a dermatologist i keep that hot sauce hot not mild and weak its gonna burn your mouth until you wet your beak ive got billions and billions of rhymes to flex cause ive got more rhymes than carl sagans got turtlenecks your rhymes are fake like a canal street watch youre hearing me and youre like oh my god its sasquatch im walkin on water while youre stepping in shit so put your sewer boots on before your ass gets lit and if you dont like it then hey fuck you so put a quarter in your ass cause you played yourself so put a quarter in your ass cause you played yourself so put a quarter in your ass cause you played yourself so put a quarter in your ass cause you played yourself and if you dont like it then hey fuck you sucker mcs its me theyre resenting in the animal kingdom they call it presenting with the dipsy doodle the kit and caboodle the truth is brutal your grandmas kugel kings county is my stomping ground the albee square mall brooklyn downtown so dont ask me to wine and dine ya im from brooklyn youre from regina youre like foghorn leghorn yosemite sam youre just yellin and wildin wondering who i am a with those lies youre telling youre like toucan sam but my styles impregnable like the hoover dam and if you dont like it then hey fuck you and if you dont like it then hey fuck you w how what a loser
118,Beastie Boys,Oh Word,To the 5 Boroughs,00s,2004,2004-Jun-15,yo whats up sucka emcees check the footnotes yall word up ready bite cha ass oh word yo what the schnitzel were back shits getting duller and duller and thats a fact i dont care what you heard or care what you seen i swear it wasnt me in bear magazine because im not that hairy oh contrary i go with the flow though the tempo varies so twist the cap and pop the cork you know its adrock made in new york oh word what the ponytail i dont eat snail ill steal your keys and then ill check your mail cause im the creepy crawler that be crawling your walls and im the shot caller when it comes to shot calls and ill be rockin parties from block to block and block party to party the neighborhoods on lock so hide your eyes wait i saw you looking the names mca made in downtown brooklyn oh word yo what the parsley parsley to the teeth im a rhyme style writer youre a rhyme style thief i may be paranoid you tried to fade me heres a song for you lady make you bug out like you dont know what to do your momma says shame on you when youre dancing with your crew so get that poor chicken up off your fork my names miked made in new york oh word yo what the falafel you gotta get up awful early to fool mr furley and thats word to aunt shirley and you could stick your head in the toilet give yourself a swirley listen up biters go please stop while im politicin at murrays cheese shop believe what you heard when you talk you know its adrock made in new york oh word what the phone booth word to hair mouse youre on the corner and youre selling a hogs tooth dont mean to dis but ive got to point out the hogs tooth belong inside the hogs mouth like ernest shackleton said to ord lees ill have dog pemmican with my tea now pass me the wok cause im cookin the names mca made in downtown brooklyn oh word yo what the doofus say good night youre snidely whiplash im dudley do you right times are off the hinges leave your way at the door were all up the creek a long way from shore im not walking around looking to get you cake the d is for diamonds not for drakes this is not a fantasy and im not mr orourke the names miked made in new york oh word
119,Beastie Boys,Thats it Thats All,To the 5 Boroughs,00s,2004,2004-Jun-15,back on the scene for the peoples delight you want peace for the people then you say all right cause george ws got nothing on we we got to take the power from he when im on the mic i feel good to go like a snow day for school with hot cocoa so dont speak what i heard just say what i know and my zodiac sign is scorpio look what the cat dragged in the crème de la crème without the skim so take a rest and mind your own biz and thats it thats all thats all there is freshfreshfreshfor youfor youfor you thats freshfreshfreshfor youfor youfor you one for brooklyn two for manhattan lets go to work get those hands clappin ill make you bounce rock roll and skate dont underrate how i operate it aint what you say its what you mean intention leads to action that is my theme so pay attention now as i begin to recap puttin words and ideas stacked back to back some rhymes go flat but mine go fizz i got no time for the drama cause stress is for kids cause when youre dead and buried well you got no biz and thats it thats all thats all there is freshfreshfreshfor youfor youfor you thats freshfreshfreshfor youfor youfor you brand new the time and place for the mind is here and now keep the mind present less to worry about but like the hammer to the nail hit the nail on the head well i dont shoot blanks and i dont shoot lead cause im a freaky streaker like winnie the pooh t shirt and no pants and i dance the bugaloo like george whipple on new york one got a hairy ass and thats no fun im in the rhyme zone a different time zone and on the microphone you know that im at home its time we looked past all our differences an thats it thats all thats all there is come on freshfreshfreshfor youfor youfor you thats freshfreshfreshfor youfor youfor you an thats freshfreshfreshfor youfor youfor you thats freshfreshfreshfor youfor youfor you
120,Beastie Boys,All Lifestyles,To the 5 Boroughs,00s,2004,2004-Jun-15,ideas spark my hand grabs a pen sweeten up the sound let me get the right blend coming down the wire to the neve mic pre nice up the sound for the a to d im a wonderama snake can winner bagel from bob and a tv dinner im the one that won that dance contest cause you know i dance the best all you gotta do is do your thing you see cause i dont give a fuck who youre supposed to be my name is adrock and i aim to please and i gotta spread love in society we gotta keep the party going on all lifestyles sizes shapes and forms what you saw what you heard i get involved i might disturb and if you want whats going down you might just get that silky sound so whatcha want so whatcha need ive got the fonts you want to read get in the game you gotta scheme all the same ive got the team more new wave not og walking down the block you say yo d when you coming out with the new cd that spreads love in society we gotta keep the party going on all lifestyles sizes shapes and forms goto goto goto goto dont mess with crack or the baking soda whether in the high rise where you live like rhoda or in the shack and you live like yoda once again its on like a brand new morn beatsie beatsie boys here to keep you all warm all you spazzes and you freaks go and do your thing cause youre unique if it dont hurt nobody else than dont be afraid to be yourself and special dedication and so on to all lifestyles sizes shapes and forms we gotta keep the party going on all lifestyles sizes shapes and forms tappin clappin rappin the sound of fingers snappin tappin snappin knockin rappin a little sound growin coming out n going all the time
121,Beastie Boys,Shazam,To the 5 Boroughs,00s,2004,2004-Jun-15,everybody get down huh everybody get down huh everybody get down huh huh huh huh huh shazam i sneak a chicken tikka masala at a gala event i represent thats stupid thats for sure you be like oh yeah adam real mature id like a lettuce tomato and munster on rye all this cheese is gonna make me cry gorgonzola provolone dont even get me started on this microphone blowin up like my name is joe bazooka im a super dooper mc party pooper on a track so sick itll make you feel all queasy make you do like fred sanford with im comin wheezy everybody get down huh everybody get down huh everybody get down huh huh huh huh huh shazam on the court i go by the name praying mantis got the edge and ive got the advantage if you could see things from my vantage point then you could better understand this im in the lab all day i scrabble all night i got a bedazzler so my outfits tight when it comes to panache i cant be beat i got the most style from below th street internationally known as the keebler elf cant keep a catalog up on the shelf i splash on beats like sauce on spaghetti putting mcs out of business like theyre crazy eddie everybody get down huh everybody get down huh everybody get down huh huh huh huh huh shazam i know youre sitting pretty in the hampty hamps posing like youre rolling with that camp in laymans terms let me break it down youre flipping and flopping just like a flounder im a hip hop scholar while youre left back so jeckle and rush go back to lefrak im a simple man like chauncey the gardner working to dolly pardner got rhymes for jerks thats bringing on drama which rhyme you want first the one about your mama goodness gracious golly gee shazam freeeeeeak out with the genie everybody get down huh everybody get down huh everybody get down huh huh huh huh huh shazam im gonna tell on you
122,Beastie Boys,An Open Letter to NYC,To the 5 Boroughs,00s,2004,2004-Jun-15,listen all you new yorkers brooklyn bronx queens and staten from the battery to the top of manhattan asian middle eastern and latin black white new york you make it happen brownstones water towers trees skyscrapers writers prize fighters and wall street traders we come together on the subway cars diversity unified whoever you are were doing fine on the one and nine line on the l were doin swell on the number ten bus we fight and fuss cause were thorough in the boroughs and thats a must i remember when the deuce was all porno flicks running home after school to play pixx at lunch id go to blimpies down on montague street and hit the fulton street mall for the sneakers on my feet dear new york i hope youre doing well i know a lots happened and youve been through hell so we give thanks for providing a home through your gates at ellis island we passed in droves brooklyn bronx queens and staten from the battery to the top of manhattan asian middle eastern and latin black white new york you make it happen the lie the bqe hippies at the band shell with the lsd get my bvds from vim you know im reppin manhattan the best i can stopped off at bleeker bobs got thrown out sneakin in at am after going out you didnt rob me in the park at diana ross but everybody started looting when the light went off from the south south bronx on out to queensbridge from hollis queens right down to bay ridge from castle hill to the lower east side from wins to live at five dear new york this is a love letter to you and how you brought us together we cant say enough about all you do cause in the city were ourselves and electric too brooklyn bronx queens and staten from the battery to the top of manhattan asian middle eastern and latin black white new york you make it happen shout out the south bronx where my mom hails from right next to high bridge across from harlem to the grand concourse where my mom and dad met before they moved on down to the upper west i see youre still strong after all thats gone on life long we dedicate this song just a little something to show some respect to the city that blends and mends and tests since were still livin and lovin life weve been given aint nothing gonna take that away from us were lookin pretty and gritty cause in the city we trust dear new york i know a lot has changed towers down but youre still in the game home to the many rejecting no one accepting peoples of all places wherever theyre from brooklyn bronx queens and staten from the battery to the top of manhattan asian middle eastern and latin black white new york you make it happen
123,Beastie Boys,Crawlspace,To the 5 Boroughs,00s,2004,2004-Jun-15,oh yeah hey yo this is a dedication to all you back stabbing biting mcs scratching like you got fleas know what im saying yo we watchin you son we up on the roof down in the celler and up in the crawlspace listen fool i got my eye on you son what theres a party going on in here for real i got more product than ron popeil so deal with that troop were troopers the only air time you get is on bloopers beastie boys in the place up in the space so renovate or evacuate you better think twice before you start flossin i been in your bathroom often taking punk mcs out im all about my to do list today is turn the party out getting hot in here no room to breath i got my pen in my hand so you best not sleep no im not herman munster nor dr spock i go by the name of the king adrock so heres a match my ass and your face listen when i tell you dog im in your crawl space youre in front of my house and you know thats wack bite my rhymes with a scanner from radio shack you suckers try to front like youve got the force but ill slay like vader sip you for a first course dont even get me started on intercourse ahhhh dont step into my zone or even periphery cant grab a hold of my style its too slippery the way you act a fool son you cant erase andyou running on your way like steeple chase you tried to take my title put it back in place but now youre busted wearing panties and lace steeling my style from my trophy case but my drives secure like on an army base youre sneaking and peeking and trying to give chase but you aint never gonna catch me im in your crawl space schematics blueprints and microfilm calibrate your sonar when im in your realm cause you know were getting scarier and scarier and this extends beyond the tri state area omnipresent and omnipotent my rhymes are whales and yours are rodents this means huge compared to very small you look a little chilly can i get you a shawl cause these rhymes are two hundred proof theyre like anvils lined up on a roof waiting to drop on your corny melon cause were not buying what youre selling first you want to battle then you start to whine youre looking hungry it must be snack time so run home where you feel safe but dont sleep cochese im in your crawl space
124,Beastie Boys,The Brouhaha,To the 5 Boroughs,00s,2004,2004-Jun-15,now what the blood clot i rap a lot what you gonna do when the beat goes drop whatcha talkin bout willis who the illest you know my names adam stop callin me phyllis ya hear some fuss youre like whats the clamor its just me naked on the cover of glamour a phenomenon pandemonium the club is blowing up like plutonium whats all the fanfare whats the to do were known to bring the hullabaloo on stage or at the spa guaranteed we bring the brouhaha cause its a brouhaha cause its a brouhaha theres a commotion thats goin down i talk more shit than drown the clown im like that freak from cirque du soleil with my leg behind my head and a rhyme to say ten nine eight seven six five four get upon the mic and im a even the score one two three three to two one dont carry a knife and i dont carry a gun yo we be making mountains out of cool whip pass me the mint for the julep tell me everybody where is the love hey yo whats the motherfuckin hubbub cause its a brouhaha cause its a brouhaha communicator check one two one two this is bones mccoy on a line to sulu set the bullshit to warp factor one check your tri corder set your phaser to stun oh mai oui you can catch me at jon vie with a pastry cest ci cest la oh nest pas quest ce que cest le brouhahaha ha haha haha just back from japan and ooh im laggin goin rao rao with the dungeon dragon you can dance if you want to leave your friends behind but if they dont dance and then they wont dance they can kiss my fuckin ass cause its a brouhaha cause its a brouhaha
125,Beastie Boys,We Got The,To the 5 Boroughs,00s,2004,2004-Jun-15,who got the chance to make things right why the politicians always want to fight the christian coalition and the right wing ooooh let me tell you what you can do step outside the cone of silence too much hatred and violence its time to rewind we need a military decline got the power of the mind focused government like a locust are we gone or just going time to act on what we be knowing yall who got the power to make a difference who got the power to make a change who got the power to make a difference we got the we got the we got the eyes on the prize and never wane take the bull by the reins if you want it be the change like gandhi and mlk wait up got to change the system need knowledge power and wisdom same way i rock this microphone speak up just let it be known hey ladies fellas and everyone between take the power back let them react and lets show them what we mean check it out who got the power to make a difference who got the power to make a change who got the power to make a difference we got the we got the we got the we can work walk march and protest think about how we approach this ask questions but they keep frontin due time we change a little something hey yo dont you know wont forget amadou diallo to the crooked people and the crooked cops got to spread love before the world goes pop never again should we use the a bomb we need an international ban on all womds gone we need a multilateral disarm who got the power to make a difference who got the power to make a change who got the power to make a difference we got the we got the we got the and power is the thing
126,Beastie Boys,Make Some Noise,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,yeah get up yeah uh yes here we go again give you more nothing lesser back on the mic its the anti depressor adrock no pressure yes we need this the best is yet to come and yes believe this leggo my eggo while i flex my ego sip on prosecco dressed up tuxedo sipping coffee playing keno in the casino want a lucky number ask mikedino i burn the competition like a flamethrower my rhymes they age like wine as i get older im getting bolder competition is wanin i got the ball and i see the lane and we got a party on the left a party on the right we gotta party for the motherfucking right to fight make some noise if youre with me you gotta make some noise if youre with me crazy crazy crazy armed insurrection popular election get paid every year like tax collection hear my perfection rotary connection taking mcs down by lethal rap injection im like an ornithologist when i get pissed you must have drank a fizzy lifting drink and you got lifted and sifted im just riffing and when i catch mcs its time for wing clipping i fly like a hawk or better yet an eagle a seagull i sniff suckers out like a beagle my ego is off and running and gone cause im about the best and if you fess well thats wrong we got a we got a party on the left a party on the right we gotta party for the motherfucking right to fight make some noise if youre with me you gotta make some noise if youre with me crazy crazy crazy the break is crazy crazy crazy pass me the scalpel ill make an incision ill cut off the part of your brain that does the bitching put it in formaldehyde and put it on the shelf and you can show it to your friends and say thats my old self cant do me nothing cant tell me nada dont bug me now because im doing the lambada the forbidden dance heres my chance to make romance in my bboy stance parlay romancing into financing opened up a restaurant with ted danson the roaches check in but they never check out i set the record straight no doubt we got a we got a party on the left a party on the right we gotta party for the motherfucking right to fight make some noise if youre with me you gotta make some noise if youre with me
127,Beastie Boys,Nonstop Disco Powerpack,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,how you feeling adrock well im feeling well bonafide qualified with a story to tell how you feeling miked well i feel all good all day its how we play in the neighborhood how you feeling mca well i feel right i speak my words on the track cause the track sounds tight well if youre feeling good and youre feeling right uh somebody step up and grab the mic now hello everybody and how you been its adrock rappin on the microphone again i got grace class style finesse and debonair murdalize motherfuckers cause i just dont care the emcee whisperer kinda like a trainer i take sucker rappers i put em through a strainer like macaroni cause the shit sound cheesy watch how its done boy it looks easy the non stop goin off kingpin microphone boss do my own thing you cant afford the cost of my style take you through a turnstile cause im live and direct and im wicked and wild because im back on a roll got total control i flow like the water out your toilet bowl your style is cheap boy just like a dutch you know youre not smokin on the microphone much theres a certain special talent that i never lack huh ha huh ha and thats a fact cause we shine like the chrome on a cadillac you better break a wishbone cause we never wack said were never that and that is that and were the nonstop disco powerpack uh thats right we go all night who gonna be next to bless the mic now this is the way we run it down were gettin you high on the funky sound this is the way we get it on bboys in the house til the break of dawn see i mix my style up like a cement mixer smooth and fix ya like a rhyme elixir i said yo sound man make mikes mic louder dont make me sound cheap like a box of douche powder i max and relax champagne mojito dont go commando dont know bandito je mappelle michel pérignon me and claude in the chateau and we got it going on quincys in the hot tub like its looking over his shoulder and hes looking at me im all white in the face towel around my waist whats up with that watch inside that glass case i go to make my move sneak out of the place undetected not leaving a trace partys done microphones wrecked wines been drunk and heads been checked i see one last profiterole and make my play and pass the microphone to mca nonstop on the top and you clock when we rock never fakin no mistakin we be makin hip hop now theres a spot check hit the deck count down cause im a break it down for you how we run it down pound for pound keep the bass lines round i seen you watchin clockin jockin my sound but for real im real glad i grew up in hip hop still got mad love for a record called beat bop it meant a lot spinning on my walkman shout out to the african bam and to the s to the p the double o n y the one mc who you cant deny id listen to the records and theyd inspire sit down to write and the pen breathes fire construct a rhyme with specific intent flowin from the brain cells right through the pen and then i put the book down grab ahold the mic words flowin so cold turn water to ice come through the wire saturate the tape you put me in the mix nice it up with the plate and then they press it on wax sell it in the store the dj spin the record out on the dance floor comin through the speakers to shake your eardrum brain cells get lit then you hear where were comin from well adrock get it on we gonna rock the house until the break of dawn miked get it on we gonna rock the house until the break of dawn mca get it on we gonna rock the house until the break of dawn beatsie boys in the house dont stop
128,Beastie Boys,OK,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,okaayy you talk and talk and you just cant stop a word comes to mind its crock what you say is lackluster plus it seems youre trying to pull a filibuster yeah right yeah ok tell me something new to start the day said see you later when you coming home when you comin home its a gift its a curse its the telephone now lets start over with a nice clean slate please stop stressing with the hurry up wait heard you the first time that sounds great but back up out my space ok ok ok ok ok ok wrapped in pink ribbon so pretty my names miked from new york city i guess its all in the mind what i leave behind thought youd be smooth like a nice nutter butter but i start to cringe every word that you utter yes you said you are a big deal but money calm down for real got to control my mind got to slow down rewind what is going on in my head whys the sky gone red what is going on in my head whys the sky gone red what is going on in my head what is going on in my head whys the sky gone red what is going on in my head whys the sky gone red what is going on in my head what is going on in my head now i dont give a fuck who the hell you are please stop shouting in your cellular i never asked to be part of your day so please stop shouting in your phone ok you lie like a plainclothes cop take a minute take a look and take stock take a minute get your mind unlocked get open and ill throw you the rock whats going on in my head and why has the sky gone all red be kind rewind at least tell me what it is i did or just say what should i say hmm ok ok ok ok ok ok
129,Beastie Boys,Too Many Rappers,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,mic check mic check one two three too many rappers and theres still not enough mcs it goes three two one mca adrock miked thats how we get it done like ladies and gents attention nas in the house with beastie boys we can turn it out perpetrators we can point em out so if you got somethin on your mind let it out yo i been in the game since before you was born i might still be mcing even after youre gone strange thought i know but my skills still grow the s the s s and so on and on until the crack of dawn until the year and beyond stay up all night and i mc and never die cause death is the cousin of sleep because im back with a bang boogie oogie oogie strawberry letter like shuggie oh my god just look at me grandpa been rappin since im supersonic like jj fad got crazy ass shit pullin out the bag dont forget the tartar sauce yo cause its sad all these crab rappers theyre rappin like crabs i have carte blanche the vagabond nas is the narcissist my pockets are rotund im no killa but compared to you im more reala you aint a shot a mobster or a drug dealer a slug peeler youre not mafioso no you aint got the cut throat in ya beginner i aint tryin to hear your racket you work with police dog you snitch you rat you wear that jacket how many rappers must get dissed gimme eight bars and watch me bless this i start to reminisce ooh when i miss the real hip hop with which i persist like rum in mojitos bullets and banditos matzoh balls in soup jackets and troop yes yall this is one for the history books nasty nas whats the word count it off on the hook cause this the type of lyric goes inside your brain to blow you bullshit rappers straight out the frame my lyrics spin round like a hurricane twister so get your hologram on off a wolf blitzer too many rappers to shake a stick at i oughta charge a tax for every weak rap i had to listen to cause we be makin stacks like stax records my squad we gotta pact were never coming wack to all you crab rappers and hackers and circuit benders tweaked on splenda i take the cake i stole the mold the golden microphone well thats mine to hold and why all these biters all up in my crotchspace sniffin buffin huffin and mean muggin with a blimpie bluffin back up off me suckas you aint sayin nothin im broader than broadway i was the project hallway dual tape recorder lacin oratorials all day im just getting started on this beat this is foreplay and when this songs finished yall can sing along with this by the way i have a strong fetish for christian louboutin steppers i hear russian blondes the wettest but anyway i better pay homage to my fellas and thats whats on my mind and the rhyme whos next up miked the man of mystery history in the makin and now were takin titles awards and accolades scarin the competition as i sharpen my blades we come together like peanut butter and sandwiches like pen and paper like picasso and canvases rockin stadiums and shitty bars go back in time send a fax from my car
130,Beastie Boys,Say It,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,mca to the heart of the matter the mic i shatter so cold on the mic i make your teeth chatter you climb the corporate ladder to make your pockets fatter we be flipping styles like pancake batter miked looking through your binos spying on me im running like a rhino on a drinking spree call yourself an mc but whats your truth you gotta let it loose inside the toll booth adrock suckers sniffin on socks chewin on rocks my competition want the combination to the lock you wanna get inside well then you best knock knock and when you get on you got to rock nonstop beastie boys once it hits your mind whatcha gonna do dont keep it inside youve got to say it let it out let it out scream it gonna shout gonna shout write it gotta put it out put it out say it gotta get it out get it out watch out come again now sucker yaaaaaaaaaaaaaaaa mca well i can feel it in my bloodstream see it in their eyes people lining up for their own demise to help the man make weapons to monetize corporate violence we cant abide miked you can keep your bottle service and your cabana bust your ass drunk like you slipped on a banana like knick knack patty whack youve got to let it out from the mind to the mic to the word to a shout adrock mind to the rhyme paper to the pen the brand new dance called the david rodigan you sure you really wanna let me begin you cant stop me rhymin when im on im all in beastie boys life is good and then it gets you stuff you thought it comes true once it hits your mind whatcha gonna do dont keep it inside youve got to say it let it out let it out scream it gonna shout gonna shout write it gotta put it out put it out say it gotta get it out get it out watch out come again now sucker watch out come again now sucker watch out come again now sucker watch out come again now sucker
131,Beastie Boys,The Bill Harper Collection,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,another official selection from the bill harper collection hey adam its billumm thanks
132,Beastie Boys,Dont Play No Game That I Cant Win,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,uh beastie boys santigold lets do this yall santigold lets go santigold its hot here gotta say its so i got you right where i want got an honest face so you turn your back when in doubt run up your attack at one time you were slick and your grill was cold and now funny how the shit gets old you can run you can run but it will catch up like now see me ill show you up now you wanna get back when you had your shine but you run the same thing every time when you rhyme cant stop wont stop no compromise its a house of cards built out of lies coming down like a bird floating on the mist turn on the track back track and twist you work hard to climb the list twenty years of schooling and they put you on the day shift i know the danger of a man whos been to hell and back again cant tell tomorrow from where hes been dont play no game that i cant win youre caught now by the skin youre in in a bind now your thoughts go to all your sins hits much harder back better count on that i tell you what we know always holds us back now you mutter and you stutter and you putter dont stop i got in your heart and i shook you up in a bind now youre caught by the fear setting in choked on the thought that you done it again i keep the competition in check you draft your plans at your drafting desk you try to play to win but now you lost like clams with no tartar sauce scheming in the attic thought you had it so dramatic i got the stats mathematics automatic systematic shes super bad now whatcha whatcha want now i know the danger of a man whos been to hell and back again cant tell tomorrow from where hes been dont play no game that i cant win dont play no game that i cant win dont play no game that i cant win dont play no game that i cant win dont play no game that i cant win i know the danger of a man whos been to hell and back again cant tell tomorrow from where hes been dont play no game that i cant win dont play no game that i cant win dont play no game that i cant win
133,Beastie Boys,Long Burn the Fire,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,this is it yall some nasty shits for ya jump out the window onto a parade balloon my style is iller than the goblins in troll cause im the type of mc with the most pizzazz youre stealing my book like i was grandmaster caz got rhymes about antihistamines and analgesics rhyme about expectorants yall dont see it soothsayer not a player rhyme sayer extreme burn like fire when i step on the scene ive got sharks teeth so i can bite your head ive got tigers claws thatll scratch you dead ive got wings like a dragon when im flying above shoot venom from my eyes when its time to get rough so step back and check yourself this mcs got weapons thatll ruin your health so if youre feeling strong then reach for yours my book is my shield and my mic is my sword sword sword long burn the fire the truth shall set you free now its adrock rappin im back again like a big mac attack on your gut and thats wack my friend im a maxer relaxer and im chillin i take that shit serious like jerome to grillin i burn you to a crisp sucker back up off the toaster i make you sick like at kenny rogers roaster see this rap thing is all about the braggadocio i check my rear view mcs aint gettin closer people think im slow cause im just im underchallenged see me youre like man thats remarkable talent live round the clock like disco donut im like a tailor cause i got the thing sewn up or a proctologist i move asses got so much heat that i fog your moms glasses proof is in the pudding and the puddings in my pants you heard me rappin now watch me dance long burn the fire the truth shall set you free save the date for when they hoist our number to the rafters above the haters you can hear our laughter like willis reed or elton john we done been in the game and our games still on its not tic tac toe or operation just holding it down like the gravitation to all the heads that said no can do adrocks in the bath filled with chocolate fondue straight up nuts like my name is mike bazzini bonafide household name like sergio tacchini wasnt we here back on raising hell running wild like rats in the taco bell on the mic i spit the match its lit mikedino the jewish brad pitt making music for librarians to burly jocks the rapper miked known for my curly locks
134,Beastie Boys,Funky Donkey,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,put this on a zip disk send it to your lawyer file me under funky like sipping lemonade and arnold palmers big holiday parties like dolly padner sometimes i get pad thai as a starter my other order pad see yew is much darker adam horovitz i take a shvitz im known for my glamour and my glitz check it as i bust i really must encrust this microphone rust with diamond fairy dust i dont wear crocs and i dont wear sandals the pump dont work cause the vandals took the handle stop singing that song in the wrong key what you looking at funky donkey funky donkey funky donkey i i i i i go woooo ooo like a fire engine flashing lights to get your attention stop sweating me about the weather go shave a sheep and knit yourself a sweater dont get me heated or yall in trouble bass is booming make the dancehall bubble letting loose up in the honkey tonk with the shoopa doopa doo bedonk well i was swimming in the water of the ocean like dr jekyll with the magic potion were brand new never ever the same whats that whats that whats the name funky donkey funky donkey funky donkey
135,Beastie Boys,The Larry Routine,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,oh this routine dates way back a lot of people may remember this routine but its evolved now here from the summer before last well my names miked and i gotta new name and that new name is larry well my name is adrock and i gotta new name and that new name is harry well my name is mca and i gotta new name and that new name is gary well the djs name it stays the same cause his new name is barry
136,Beastie Boys,Tadlocks Glasses,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,new york city now its suffice to say that im nicer nice in the cut and yes im the slicer or should i say im the filleter i hate the game i hate the player but dont get discombobulated and upset because trust me we aint even begun yet mikeds got it locked and we rock it nonstop adrocks got it locked and we rock it nonstop mcas got it locked and we rock it nonstop and you dont stop the body rock watch me make it pop now i make it sizzle as i flip your omelet at the b bizzle im like molto mario they call me tasty d your quick fire challenge freak the hijiki you can call me chef cause its bonafide knife skills on the block that im taking worldwide miked got it locked and we rock it nonstop adrock got it locked and we rock it nonstop mca got it locked and we rock it nonstop and then you dont stop the body rock ive got bass lines bubbling up on out of my hands dont want to never play nothin that sounds too bland shazam i sprinkle on some magic dust youve got a bagel in your pants and thats a must plus i cuss and i grab my nuts got a six finger ring that says excuse our dust mikeds got it locked and we rock it nonstop adrocks got it locked and we rock it nonstop mcas got it locked and we rock it nonstop and you dont stop the body rock sometimes things just dont connect
137,Beastie Boys,Lee Majors Come Again,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,miked fuck goddammit this thing alright wait hold on adam this thing keeps fallin off miked woo doin it big ah ah im like the lyrical mathematical genius splashing like lime juice youve never seen this internationally known the longest the leanest shout out to one josé nenis adrock i hit em with the rhyme and the rhyme dont stop we got the beat and the beat go drop the ping pong paddle make the battle go pop now take a look around this spot mca im seeing every detail like an over cranked camera sleestaks in the back say damn ya you say i cant and i say why cant ya chopping the track in the in the land of beastie boys you wanna buy this you wanna take that wanna wanna try this wanna wanna make that you cant abide this you wanna fake that take a look around you you wanna buy this you wanna take that wanna wanna try this wanna wanna make that you cant abide this you wanna fake that take a look around you miked theres a bird in here thats my dj not doctor brassiere dropping bombs like a bombardier like cacao its a chocolatier adrock were giving yall a lil slice of heaven bboys bringing it back to a deal with the schism ride on the rhythm sweet like pie and the pies what i give em mca ill stage a coup and usurp your position cause cause like a mormon im on a mission were audible visible cadence is lyrical got the mental and physical when the moment is critical beastie boys you wanna buy this you wanna take that wanna wanna try this wanna wanna make that you cant abide this you wanna fake that take a look around you you wanna buy this you wanna take that wanna wanna try this wanna wanna make that you cant abide this you wanna fake that take a look around you ruff uh lee majors come again miked like the six dil million dollar man woo watch out in the back of the busgonna bust lee majors style i said stop watch how i flip bill piedmont with the kung fu grip haymaker roundhouse show cant continue at the roller rink down in virginia adrock oh did i spill the beans i see your grandpa in apple bottom jeans von dutch cap ugg boots to match the word gets out you cant take it back mca im just a pause tape competition expert winner just a doggone long armed tall yarn spinner you want a battle easy now star my djs so nasty he needs a sneeze guard beastie boys you wanna buy this you wanna take that wanna wanna try this wanna wanna make that you cant abide this you wanna fake that take a look around you you wanna buy this you wanna take that wanna wanna try this wanna wanna make that you cant abide this you wanna fake that take a look around you
138,Beastie Boys,Multilateral Nuclear Disarmament,Hot Sauce Committee Part 2,10s,2011,2011-Apr-27,make it happen we can make it happen make it happen we can make it happen make it happen we can make it happen make it happen we can make it happen lets go wheel up back up rewind happen we can make it happen make it happen we can make it happen happen we can make it happen make it happen we can make it happen happen we can make it happen make it happen we can make it happen uh huh huh dont slow down now dont stop listening its the reason we can uh huh happen we can make it happen happen we can make it happen make it happen we can make it happen make it happen we can make it happen ditty ditty ditty ditty dum ditty ditty ditty ditty dum you dont stop dont stop thats right you dont stop rockin the beat
